",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,label
3,2,0,4,0,7,0,20,2,3,1,0,1,0,13,13,0,0,12,6,0,0,0,13,19,2,1,0,6,3,10,0,0,0,6,0,0,0,0,0,0,15,0
7,0,0,6,0,1,0,23,1,3,1,0,5,0,12,11,1,0,5,8,0,1,0,14,19,0,0,1,7,2,7,0,1,0,9,0,2,3,0,0,0,7,1
1,0,0,4,1,3,0,28,3,4,0,0,1,0,11,7,0,0,12,5,0,2,0,20,17,3,0,1,5,2,13,0,2,2,11,0,1,0,0,0,0,11,0
12,0,0,5,1,6,0,30,1,3,5,0,5,1,22,6,1,0,8,4,0,0,0,17,19,6,0,0,5,2,11,1,1,0,12,0,2,2,0,0,1,6,0
4,0,0,3,0,0,0,14,0,0,0,0,2,0,18,4,1,0,2,2,0,0,0,4,6,4,1,3,3,0,2,0,0,0,0,0,0,1,0,1,0,8,1
3,0,0,4,0,0,0,13,4,0,1,0,1,0,6,7,0,0,2,5,0,0,0,7,9,3,0,1,3,4,7,0,0,0,5,0,1,4,1,1,0,5,1
1,0,0,1,0,3,0,13,0,1,2,0,3,0,12,7,0,0,8,2,0,1,0,6,8,1,0,0,3,0,2,0,2,0,4,0,1,0,0,0,0,6,0
2,0,0,2,0,5,0,21,0,0,0,1,0,0,10,8,1,0,7,2,0,0,0,10,8,1,0,0,1,0,1,0,0,0,5,0,0,2,0,0,0,7,1
3,0,0,2,0,3,0,16,2,2,0,0,2,0,12,10,0,0,7,3,0,1,0,12,15,0,0,0,3,0,9,0,0,0,18,0,0,1,1,0,0,6,1
10,0,0,2,0,3,0,19,1,1,4,0,1,0,9,7,0,0,12,1,0,0,0,9,13,1,0,0,9,3,11,0,1,0,1,0,1,1,0,0,0,15,1
6,3,0,4,0,5,0,52,4,1,2,0,2,1,22,20,0,0,18,3,0,1,0,26,34,7,0,2,6,4,15,0,0,0,9,2,0,0,0,0,0,14,0
0,1,0,2,0,0,0,18,1,0,0,0,1,0,4,5,0,0,6,1,0,0,0,6,8,2,0,0,3,1,3,0,0,0,0,0,0,1,0,0,2,2,0
1,0,0,2,0,0,0,14,1,1,1,0,1,0,10,7,0,0,7,5,0,0,0,6,10,3,0,1,6,0,3,0,0,0,1,0,0,2,0,0,0,8,1
6,0,0,5,0,3,0,28,3,1,7,0,3,0,8,10,2,0,11,7,0,0,0,21,23,4,0,0,4,6,14,1,2,0,1,0,4,3,0,0,0,11,1
3,2,0,7,0,2,0,19,1,2,1,0,2,0,10,9,1,0,11,2,0,0,0,13,14,5,0,0,4,2,12,0,0,0,2,0,1,1,1,1,0,12,0
1,1,0,1,0,0,0,13,0,1,1,0,0,0,11,6,0,0,6,4,0,1,0,6,9,0,0,0,6,1,2,0,0,0,0,0,0,1,0,0,0,4,1
5,0,0,4,0,4,0,21,2,3,2,0,1,0,8,10,1,0,14,6,0,2,0,18,19,1,0,0,9,3,12,1,0,0,6,0,2,2,0,0,0,11,1
3,0,0,11,0,6,0,31,1,5,3,2,0,0,5,14,1,0,24,2,0,1,0,11,14,10,0,0,5,4,25,1,0,0,3,0,5,1,0,0,0,15,0
4,1,0,7,0,4,0,20,1,2,2,1,0,0,5,7,2,0,13,2,0,0,0,16,17,4,0,0,3,3,11,0,1,0,5,0,1,1,0,0,0,6,0
3,0,0,2,0,1,0,24,1,0,0,0,1,0,9,7,0,0,11,6,0,0,0,16,15,3,0,1,5,5,5,0,1,0,0,0,0,1,1,0,1,8,1
3,0,0,0,0,0,0,7,1,0,1,0,0,0,8,7,0,0,3,2,0,0,0,7,8,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,2,1
2,0,0,10,0,4,0,25,1,5,0,0,2,0,10,13,2,0,16,1,1,2,0,17,18,5,1,0,8,5,11,0,2,0,22,0,5,3,1,0,2,15,0
2,0,0,7,0,5,0,22,0,2,1,0,0,0,8,7,0,0,10,3,0,0,0,8,15,6,1,0,4,1,9,0,0,2,5,0,2,1,0,0,0,4,0
5,0,0,0,0,0,0,6,3,0,0,0,0,0,3,4,0,0,3,4,0,0,0,7,8,0,0,0,1,1,3,0,0,0,8,0,1,2,0,0,0,2,1
2,0,0,5,0,3,0,23,0,2,1,0,2,0,10,11,0,0,10,12,0,0,0,13,8,2,0,1,6,3,6,1,0,2,6,0,0,5,0,0,0,7,1
14,2,0,7,0,5,0,27,4,3,2,0,1,0,9,9,0,0,8,4,1,1,0,21,12,3,0,0,4,2,13,0,0,2,15,0,2,1,0,0,0,7,0
5,1,0,14,0,3,0,32,7,5,5,0,3,0,13,19,2,0,9,6,1,3,0,23,21,7,0,6,5,5,21,3,0,0,2,1,1,4,0,0,0,14,1
10,0,0,7,0,1,0,37,5,7,0,0,4,0,16,8,2,0,10,3,0,0,0,15,25,2,1,11,5,4,14,1,0,0,8,0,0,2,0,0,0,14,1
6,1,0,0,0,0,0,16,3,0,2,0,3,0,13,5,1,0,4,5,0,0,0,11,17,0,0,0,5,1,4,2,1,0,5,0,0,0,1,0,0,5,0
20,2,0,24,2,8,0,60,6,6,4,0,1,0,29,14,3,0,24,15,0,1,0,55,47,18,1,0,14,11,19,1,1,0,7,0,2,2,0,0,0,22,1
3,1,0,4,0,0,0,8,0,2,2,0,4,0,11,7,0,0,1,3,0,0,0,7,4,2,0,0,2,1,1,0,0,0,5,0,0,0,0,0,0,4,1
10,0,0,3,0,0,0,31,3,1,2,2,2,0,9,9,3,0,12,13,1,0,0,27,19,4,0,0,5,3,10,0,0,2,5,0,0,3,0,0,0,13,1
3,0,0,6,0,3,0,31,2,1,2,0,0,0,14,10,0,0,12,7,0,1,0,17,17,7,0,0,6,5,7,1,0,2,12,0,2,7,0,0,0,9,1
32,0,0,10,0,5,0,47,7,3,3,0,6,0,15,20,0,0,43,8,2,10,0,39,32,7,2,0,15,8,47,1,1,0,18,0,1,11,0,1,0,25,0
1,0,0,1,0,2,0,18,4,0,1,1,2,0,7,6,0,0,6,3,0,0,0,11,14,1,0,0,4,0,5,0,0,0,10,0,1,0,0,0,0,3,0
1,1,0,2,0,1,0,22,2,2,2,0,2,0,12,13,0,0,16,4,0,1,0,14,22,2,0,1,7,3,14,1,1,0,3,0,1,1,0,0,1,14,1
4,0,0,8,0,5,0,21,5,1,1,1,3,0,5,6,1,0,3,4,0,0,0,10,10,6,0,1,1,1,8,0,1,0,2,0,1,2,0,0,0,11,1
14,0,1,4,0,1,0,17,3,2,3,1,1,0,7,7,2,0,7,3,0,1,0,14,14,2,0,0,8,2,9,0,0,0,10,0,0,1,0,0,0,13,1
4,1,0,2,1,1,0,19,1,1,1,0,2,0,14,9,0,0,11,3,2,0,0,16,16,0,0,0,5,2,9,0,2,0,8,0,0,3,0,0,0,14,1
0,0,0,2,0,2,0,21,2,1,1,0,1,0,11,8,0,0,9,3,0,0,0,11,17,2,0,0,5,0,6,0,0,0,8,0,0,1,0,0,0,9,0
1,1,0,0,0,1,0,8,1,0,0,0,0,0,4,5,0,0,6,2,0,0,0,3,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,4,0,2,0,6,1,2,2,0,1,0,3,5,1,0,3,2,0,0,0,6,6,2,0,2,4,1,4,0,0,0,7,0,0,0,0,0,0,7,0
3,0,0,1,1,1,0,6,0,0,0,0,1,0,6,6,0,0,6,8,0,0,0,7,7,3,0,0,6,1,2,0,1,1,18,0,0,6,0,0,0,6,1
1,0,0,9,0,6,0,39,4,1,9,0,3,0,12,11,2,0,17,4,0,4,0,24,20,6,0,0,10,5,14,0,1,0,7,0,4,1,0,0,1,17,0
6,0,0,7,0,2,0,27,1,2,1,3,3,0,8,8,0,0,18,0,0,1,0,12,15,5,0,2,5,3,16,1,0,0,7,0,3,2,0,0,0,11,1
7,0,0,8,0,1,0,29,1,1,1,0,5,0,12,7,0,0,12,5,0,1,0,13,17,5,0,0,6,0,8,0,0,0,0,0,1,0,0,0,0,14,0
21,0,0,8,0,2,0,59,5,3,3,2,2,0,21,13,1,0,23,5,0,2,0,38,44,11,0,1,9,9,25,0,3,2,27,0,3,2,2,0,2,16,1
1,0,0,3,0,1,0,24,3,1,0,0,3,0,13,10,0,0,9,4,0,1,0,7,16,3,0,0,6,1,10,0,1,0,3,0,0,0,1,0,0,6,0
0,0,0,2,0,0,0,8,2,1,2,0,3,0,6,5,0,0,0,7,0,0,0,6,7,2,0,0,7,1,2,0,0,0,1,0,0,0,0,0,0,3,1
6,0,0,5,2,2,0,16,8,1,4,0,4,0,11,7,1,0,3,6,0,1,0,14,15,3,0,0,4,3,12,2,1,0,5,1,0,0,0,0,0,8,1
4,1,0,4,0,3,0,19,3,2,0,0,2,0,14,11,1,0,6,5,0,0,0,8,17,4,2,1,3,0,7,0,0,0,9,0,1,0,0,1,0,8,1
8,0,0,1,0,1,0,25,1,0,0,1,0,0,6,8,0,0,4,6,0,1,0,6,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
8,0,0,5,0,3,0,17,6,2,3,1,3,0,13,10,0,0,11,8,0,1,0,18,19,3,0,2,5,4,13,1,0,0,2,0,0,2,0,0,0,18,1
5,0,0,5,0,4,0,29,1,2,2,0,0,0,13,12,0,0,24,7,0,2,0,17,19,5,0,1,6,6,18,0,0,0,2,0,0,4,0,0,0,9,1
5,0,0,1,0,1,0,13,3,1,3,0,3,0,11,7,0,0,1,9,0,0,0,7,9,1,0,0,5,0,3,0,0,0,5,0,0,0,0,0,1,3,0
7,0,0,3,0,3,0,25,2,1,0,1,0,0,15,14,1,0,14,6,0,0,0,18,14,3,0,0,6,4,9,0,0,0,3,0,0,8,0,4,0,12,1
4,0,0,4,0,0,0,5,2,2,2,0,0,0,6,5,2,0,4,3,0,0,0,2,7,2,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,9,0
1,0,0,7,0,7,0,22,0,3,6,0,0,0,8,9,2,0,17,1,0,1,0,20,18,5,0,0,6,2,18,0,1,0,2,0,1,0,1,0,0,10,0
6,0,0,1,0,0,0,14,2,1,0,0,2,0,12,6,0,0,0,7,0,0,0,5,1,2,0,1,5,1,1,0,0,0,7,0,0,0,0,0,0,2,1
9,0,0,8,0,3,0,20,6,2,4,1,1,1,9,8,1,0,11,4,2,0,0,26,19,7,0,0,5,3,18,0,0,0,6,0,1,5,0,0,0,12,0
1,0,0,6,0,2,0,16,2,2,1,0,2,0,3,3,0,0,3,8,0,1,0,5,13,2,0,0,4,1,4,1,0,0,1,0,0,6,0,0,0,3,1
1,0,0,2,0,1,0,10,5,0,2,1,0,1,9,4,0,0,9,7,0,0,0,8,16,2,1,0,6,1,5,3,1,0,4,0,0,0,2,0,0,6,0
0,1,0,2,0,2,0,14,0,1,0,0,0,0,8,9,0,0,8,0,0,0,0,7,11,1,1,0,5,0,4,0,0,0,9,0,0,0,0,0,0,7,1
1,0,0,2,1,1,0,11,0,0,0,1,0,0,3,3,1,0,7,3,0,0,0,9,7,2,0,0,2,2,4,0,1,0,0,0,0,0,1,0,0,5,0
9,1,0,4,0,4,0,30,4,1,2,0,2,0,10,11,0,0,14,7,0,1,0,27,18,3,0,0,5,5,11,1,2,0,1,0,0,0,0,0,0,14,1
9,1,0,4,0,0,0,21,2,2,3,1,0,0,13,8,1,0,12,3,0,1,0,13,16,1,0,0,6,5,8,0,0,0,3,0,1,1,0,0,0,6,0
11,1,0,18,0,5,0,44,0,6,4,0,3,0,25,19,1,0,39,11,3,3,0,42,41,15,0,0,7,9,38,0,2,0,16,0,6,3,0,0,0,31,0
4,2,0,0,1,4,0,21,2,0,1,0,0,0,7,8,1,1,11,5,0,0,0,14,14,2,0,0,7,3,7,0,1,0,6,0,0,2,0,0,3,7,0
11,1,0,7,0,4,0,22,7,3,3,2,7,0,15,7,5,0,10,7,0,2,0,18,20,2,0,3,7,0,17,0,1,0,5,0,5,0,1,0,0,6,0
3,0,0,13,0,7,0,30,3,3,2,1,0,0,5,18,0,0,16,0,1,2,0,13,19,8,3,1,7,6,19,0,1,0,5,0,2,1,0,0,0,12,1
15,1,0,7,0,3,0,27,6,3,4,0,6,0,9,9,0,0,6,8,0,3,0,28,24,3,0,0,6,2,11,2,1,0,8,0,3,3,1,0,0,14,0
2,0,0,2,0,2,0,18,0,1,1,0,0,0,11,6,1,2,7,0,0,0,0,7,9,3,0,1,5,0,3,0,0,0,3,0,0,1,0,0,0,4,0
3,0,0,4,0,1,0,18,1,0,1,1,0,0,5,9,0,0,11,2,0,0,0,10,14,4,0,0,4,3,9,0,0,0,0,0,2,2,0,0,0,5,1
0,0,0,5,1,6,0,46,2,1,3,0,1,0,18,13,0,0,30,5,0,3,0,26,22,8,0,0,17,2,21,1,2,0,10,0,2,3,1,0,0,24,0
3,0,0,3,0,1,0,13,1,1,1,0,1,0,12,11,0,0,10,4,0,0,0,10,10,3,0,0,3,0,9,0,1,0,2,0,0,3,0,1,0,5,0
5,2,0,6,0,2,0,28,0,1,2,0,5,0,10,13,0,1,10,6,0,2,0,14,27,8,0,0,5,5,6,0,2,0,7,0,0,6,0,0,0,6,1
12,0,0,6,0,3,0,47,13,2,6,2,11,0,23,19,1,0,12,6,0,0,0,24,38,5,0,0,11,3,26,0,0,2,5,0,3,1,0,0,2,23,0
4,0,0,6,0,4,0,31,2,0,2,1,0,0,9,12,1,0,13,3,0,0,0,15,17,5,0,0,7,3,10,0,0,0,0,0,2,5,0,0,0,6,1
9,0,0,5,0,4,0,42,3,3,7,1,6,0,12,13,1,0,13,3,0,2,0,23,27,1,0,0,10,4,18,0,3,0,21,0,0,3,0,3,1,9,1
5,0,0,0,0,3,0,24,1,0,1,2,2,0,11,9,0,0,16,7,0,1,0,14,18,4,0,1,6,1,9,1,1,0,6,0,0,2,2,0,0,8,1
3,2,0,2,0,2,0,12,0,0,0,0,2,0,10,5,0,0,1,3,0,0,0,9,13,3,0,0,6,1,0,1,0,0,6,0,0,1,0,0,0,4,1
3,0,0,3,0,2,1,12,0,1,1,1,1,0,9,6,0,0,7,4,0,0,0,8,10,2,0,0,6,2,4,0,0,0,0,2,0,0,0,0,0,9,0
12,0,0,8,0,2,0,33,4,2,1,0,3,0,14,10,0,1,13,3,0,1,0,15,23,6,0,0,7,3,13,0,0,0,11,0,1,3,1,0,0,8,1
2,1,0,2,0,4,0,15,1,1,0,0,0,0,7,5,0,0,9,1,0,0,0,6,10,2,0,0,5,2,6,0,0,0,0,0,1,0,0,0,0,8,1
1,2,0,4,0,0,0,13,3,1,1,0,2,0,8,3,0,0,1,1,0,0,0,9,13,4,0,0,6,0,4,0,0,0,3,0,0,0,1,0,0,6,0
3,0,0,2,0,2,0,10,1,0,2,0,3,0,7,5,1,0,4,3,0,0,0,5,10,3,0,1,3,0,3,0,0,0,5,0,0,0,1,0,0,6,0
6,0,0,3,0,0,0,16,1,2,1,0,3,0,8,4,0,0,7,2,0,0,0,9,10,0,0,2,7,0,8,0,0,0,5,0,1,0,0,0,0,9,1
5,0,0,0,0,0,0,13,0,0,1,1,5,0,8,6,1,0,6,3,1,0,0,10,15,1,0,0,4,5,5,0,0,0,3,0,0,1,0,0,0,8,1
4,1,0,4,0,2,0,26,1,1,2,1,1,0,16,10,0,0,15,6,0,1,0,12,16,5,0,0,9,2,11,0,0,0,6,0,1,0,0,0,0,14,1
4,0,0,16,1,15,0,50,14,4,6,1,9,0,20,27,0,0,15,6,0,4,0,31,37,10,0,0,13,8,30,0,0,0,6,0,4,1,0,0,2,20,0
0,2,0,5,0,5,0,18,2,1,2,2,4,0,9,13,0,0,17,8,0,0,0,18,19,6,0,0,6,2,11,0,0,0,12,0,3,0,0,0,0,17,0
3,0,0,5,0,2,1,23,1,3,1,1,0,0,14,8,0,0,15,7,0,3,0,22,12,2,0,0,5,5,10,1,0,2,10,0,2,1,0,0,0,15,1
34,0,0,12,1,1,0,71,7,3,3,5,10,0,38,25,2,0,18,21,3,0,0,37,53,7,2,4,20,4,19,1,2,3,27,0,1,10,1,0,0,19,1
3,1,0,9,0,3,0,52,4,4,1,2,8,0,15,17,1,0,9,6,0,0,0,26,23,5,0,0,10,4,13,1,0,0,6,0,0,2,0,0,1,16,0
10,0,0,2,0,2,0,27,1,1,3,0,0,0,21,6,0,0,7,12,0,1,0,16,14,2,0,0,10,2,4,0,0,0,4,0,0,1,0,0,0,4,0
1,1,0,2,0,0,0,9,1,0,0,0,3,0,8,13,0,0,5,2,0,0,0,6,11,1,0,0,2,0,3,1,0,0,6,0,0,1,0,0,0,8,1
3,0,0,2,0,0,0,7,1,0,1,0,0,0,8,3,1,0,4,1,0,0,0,6,9,2,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0
9,2,0,6,0,1,0,24,2,1,6,0,0,0,11,8,0,0,21,2,0,2,0,20,23,5,0,0,5,3,20,0,0,0,3,0,0,1,0,0,0,12,0
9,1,0,6,0,6,0,21,1,2,2,0,2,0,12,7,0,0,7,4,0,0,0,18,15,4,0,1,6,3,10,1,0,0,8,0,1,2,0,0,0,10,0
5,0,1,4,0,4,0,24,0,0,2,1,0,0,14,6,1,0,12,3,0,1,0,14,17,6,0,0,6,2,6,0,1,0,4,0,1,3,0,0,0,10,1
3,0,0,5,0,3,0,29,5,3,7,2,2,0,15,14,0,0,9,5,0,2,0,16,24,1,0,3,11,1,10,0,0,0,3,0,2,6,0,2,0,19,1
2,1,0,3,1,3,0,19,0,2,2,0,0,0,6,8,0,0,15,4,0,1,0,13,12,2,0,0,7,0,11,0,0,0,5,0,1,1,0,0,0,9,0
2,0,0,2,0,2,0,10,0,1,1,0,0,0,6,5,0,0,7,3,0,0,0,8,10,3,0,0,5,2,4,0,1,0,2,0,0,0,0,0,0,6,0
6,0,0,2,0,3,0,17,3,1,0,0,0,0,5,12,0,0,10,2,0,0,0,6,12,4,0,0,6,5,10,0,0,0,11,0,0,0,0,0,0,13,1
4,0,0,0,0,5,0,20,3,0,0,3,3,0,9,8,0,0,1,5,0,0,0,11,11,1,0,0,4,4,3,0,0,0,4,0,0,1,0,0,0,2,0
3,0,0,6,0,2,0,23,4,3,0,0,0,0,13,13,1,0,14,3,0,3,0,12,18,2,0,0,4,0,12,0,0,0,4,0,1,2,0,0,0,13,1
5,0,0,4,0,0,0,29,0,3,1,0,2,0,12,8,3,0,8,0,0,1,0,13,24,2,0,0,6,2,5,0,0,0,9,0,1,1,0,0,0,6,1
4,1,0,0,0,0,0,12,0,0,1,0,0,0,5,5,1,0,3,3,1,0,0,5,2,1,0,0,1,0,0,0,1,0,6,0,0,1,0,0,0,2,1
1,0,0,5,0,1,0,20,4,0,4,0,1,0,7,10,0,0,9,3,3,0,0,17,18,4,1,0,2,3,14,0,1,0,6,0,0,4,0,0,0,11,1
10,0,0,5,0,1,0,33,1,4,4,0,6,0,23,12,0,1,10,6,0,0,0,18,26,3,1,0,8,2,10,1,0,0,8,0,0,0,0,0,0,14,1
5,0,0,2,0,2,0,18,0,2,0,0,1,0,11,5,0,0,4,5,0,0,0,11,12,2,0,0,5,1,4,0,1,0,9,0,0,0,0,0,0,5,0
7,0,0,6,0,1,0,19,6,2,0,0,4,0,5,5,0,0,4,3,0,1,0,13,12,5,1,2,4,1,13,3,0,2,1,0,1,2,0,0,1,8,1
6,0,0,0,0,1,0,18,2,0,3,0,1,0,16,7,0,0,14,3,0,0,0,11,12,3,0,0,6,2,9,0,0,0,6,0,0,0,0,0,0,9,1
10,0,0,2,1,2,0,26,2,0,2,0,0,0,10,7,0,0,16,5,1,1,0,20,18,2,0,0,6,4,11,0,0,0,16,0,1,6,0,0,0,9,0
3,1,0,9,0,9,0,39,1,2,5,2,2,0,19,16,0,0,30,6,0,1,0,21,27,10,0,0,11,5,18,1,0,0,1,0,3,1,0,0,0,17,0
5,0,0,3,0,1,0,17,2,2,0,0,1,0,12,9,0,0,9,2,0,0,0,15,20,2,0,1,7,3,5,0,1,2,14,0,0,1,0,0,0,9,1
8,1,0,9,0,4,0,23,5,3,2,0,0,0,13,15,3,0,11,6,0,0,0,11,16,4,0,0,3,5,13,0,1,0,3,0,1,0,1,0,0,13,0
11,0,0,1,0,1,0,19,3,1,0,1,0,0,13,2,0,0,2,3,0,0,0,9,5,2,0,1,3,2,4,0,1,0,2,0,0,2,0,0,0,4,1
3,1,0,0,0,3,0,27,0,0,4,0,0,0,11,7,2,0,10,6,0,0,0,17,13,1,0,0,3,0,5,0,0,0,10,0,0,1,1,0,1,1,0
1,0,0,1,0,2,0,9,1,1,0,0,2,1,6,4,0,0,3,3,0,0,0,5,9,1,0,0,1,1,2,0,0,0,1,0,0,2,0,0,0,4,0
3,1,0,3,0,0,0,10,1,1,0,0,3,0,5,5,0,0,2,6,0,0,0,7,9,1,1,0,2,1,3,0,0,0,2,0,0,2,0,0,0,5,1
1,2,0,6,0,2,0,11,1,1,0,0,0,0,7,7,0,0,7,1,0,0,0,14,8,4,0,0,3,1,10,0,0,0,5,0,1,1,0,0,1,6,0
0,1,0,1,0,1,0,15,1,1,1,0,1,0,6,6,0,0,4,1,0,0,0,12,10,1,0,1,3,0,4,0,0,0,6,0,0,0,0,0,0,2,0
6,0,0,13,0,5,0,70,4,3,6,0,7,0,46,20,1,0,14,21,0,0,0,34,44,8,0,3,17,8,11,0,3,0,9,0,1,5,0,0,1,17,1
3,0,0,8,0,7,0,45,5,4,6,0,1,0,15,14,0,0,26,3,0,6,0,26,23,6,1,1,10,8,23,2,1,2,2,0,1,1,0,0,1,17,1
13,0,0,9,0,1,0,38,0,5,0,0,9,0,23,15,1,2,20,5,1,1,0,29,39,4,0,0,16,3,19,1,0,0,16,1,2,3,0,0,0,13,1
7,0,0,3,0,3,0,25,3,1,2,1,2,0,13,14,0,0,18,8,0,3,0,21,23,2,2,1,5,7,15,0,2,2,3,0,1,4,0,1,1,11,1
2,0,0,5,0,4,0,18,0,2,5,0,0,0,5,5,0,0,11,3,0,2,0,19,10,4,0,0,3,0,8,1,0,0,2,0,0,3,0,0,0,10,0
22,0,0,25,0,7,0,50,3,9,5,1,1,0,30,25,0,0,45,19,0,1,0,32,41,17,0,0,13,15,48,2,3,0,2,2,5,5,1,0,0,34,0
2,2,0,2,0,1,0,7,4,1,1,0,1,0,3,4,0,0,3,1,0,1,0,5,8,1,0,0,2,3,5,1,0,0,6,0,0,2,0,0,0,2,1
4,0,0,11,0,3,0,34,6,4,3,0,2,0,19,5,0,0,14,16,0,1,0,19,23,14,1,8,6,5,13,0,4,0,1,0,4,3,1,1,0,16,1
1,1,0,4,0,1,0,17,2,2,3,0,3,0,7,12,0,1,9,5,0,0,0,12,11,1,0,2,5,3,9,0,0,0,5,0,0,1,0,0,2,8,1
3,0,0,4,0,1,0,7,1,2,0,0,6,0,6,6,1,0,0,1,0,0,0,9,9,3,0,0,3,0,4,0,0,0,13,0,0,0,1,0,0,3,1
1,0,0,1,0,0,1,6,1,1,0,0,1,0,5,1,0,0,1,0,0,0,0,4,4,0,0,0,2,0,2,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,5,0,3,0,18,2,0,2,0,0,0,7,9,0,0,11,1,0,1,0,10,15,6,0,0,3,2,10,1,0,0,9,0,1,1,0,0,0,5,0
6,0,0,2,0,4,0,33,2,2,2,0,1,0,18,12,1,0,17,3,0,1,0,22,19,3,0,0,7,4,14,1,1,0,8,0,0,0,0,0,2,13,0
6,0,0,5,0,1,0,13,3,1,3,1,0,0,7,4,1,0,11,1,0,2,0,10,11,3,0,2,3,1,14,0,0,0,2,0,1,0,0,0,0,6,0
0,0,0,1,0,0,0,6,0,0,2,0,2,0,7,8,0,0,4,5,0,0,0,7,6,0,0,0,2,2,3,0,0,0,4,0,0,1,0,0,0,3,1
4,0,0,11,0,8,0,36,6,3,4,0,0,0,15,9,0,0,21,2,0,2,0,22,23,8,0,0,12,6,23,0,0,0,4,0,0,2,0,0,0,19,0
6,2,0,4,0,6,0,44,7,2,7,0,0,0,19,9,0,0,18,13,0,1,0,29,30,6,0,0,9,4,12,1,2,0,8,0,1,2,0,0,1,8,0
0,2,0,1,0,2,0,11,1,1,1,0,2,0,4,7,0,0,5,2,0,0,0,7,8,1,0,0,4,2,5,0,0,0,4,0,0,3,0,0,0,6,0
6,0,0,16,0,6,0,37,1,4,1,0,0,0,19,15,0,0,22,8,1,0,0,27,25,11,4,1,5,10,26,1,1,0,2,0,3,1,0,0,3,14,0
10,0,0,8,0,1,0,36,0,1,3,3,2,0,16,10,0,0,19,1,0,0,0,19,27,8,0,0,9,4,19,0,0,0,5,0,2,1,0,0,0,13,0
6,1,0,1,0,1,0,25,3,0,0,0,1,0,14,9,0,0,13,7,2,0,0,21,11,1,0,0,3,1,8,0,1,0,5,0,1,7,0,1,0,7,1
1,0,0,5,0,3,1,11,1,1,1,0,0,0,10,7,0,0,5,2,0,0,0,7,6,4,0,1,2,3,5,0,0,0,6,0,0,0,0,0,0,2,0
12,1,0,6,0,3,0,32,7,2,4,2,4,0,13,9,0,0,8,5,0,0,0,13,25,4,0,1,11,1,14,2,0,0,9,0,0,0,0,1,1,14,0
0,1,0,22,0,10,0,36,13,7,4,1,2,0,14,18,2,0,17,9,0,1,0,30,23,13,0,1,13,7,28,0,0,0,6,0,1,2,0,0,0,20,0
5,0,0,5,1,0,0,22,8,0,1,1,3,0,10,6,0,0,4,5,0,1,0,11,15,5,0,6,8,1,11,4,1,0,6,0,0,1,0,0,0,5,1
4,2,0,9,0,0,0,31,9,1,2,1,3,0,15,14,0,0,15,7,1,2,0,23,29,6,1,0,8,4,18,0,0,0,9,0,0,5,1,0,0,17,1
8,0,0,5,1,1,0,18,4,2,0,0,2,1,9,2,1,0,2,3,0,1,0,13,12,2,0,1,3,1,7,0,1,0,4,0,0,2,0,0,1,8,0
0,0,0,0,0,1,0,6,0,0,0,0,0,0,5,3,0,0,3,1,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,0,0,3,0,2,0,16,1,1,0,0,1,0,12,9,0,0,9,4,0,1,0,8,17,2,0,0,4,1,7,1,0,0,6,0,1,0,0,0,0,8,1
19,0,0,17,0,4,0,70,2,6,7,1,1,0,34,19,4,0,30,17,0,4,0,52,49,10,3,0,17,8,26,1,2,0,8,0,0,6,0,4,0,23,1
4,0,0,4,0,6,0,37,1,2,3,3,1,0,20,17,0,0,27,8,0,1,0,36,35,4,1,0,10,10,17,1,1,0,4,0,1,3,1,0,0,19,0
13,6,0,8,0,1,0,54,10,3,2,0,16,0,26,14,0,0,0,17,0,0,0,23,33,6,0,0,8,2,16,0,4,0,13,0,0,1,0,0,1,10,0
6,1,0,5,0,3,0,24,1,1,1,0,3,0,12,10,0,0,8,3,0,0,0,11,16,4,0,0,6,0,9,1,0,0,11,0,1,2,0,0,0,7,0
5,0,0,3,0,1,0,20,2,2,0,0,0,0,10,6,0,0,10,4,2,0,0,14,9,2,0,3,2,2,11,0,0,0,1,0,1,5,0,0,0,5,1
2,0,0,7,0,0,0,20,7,4,1,0,2,0,11,6,0,0,1,5,0,1,0,11,17,3,1,0,7,3,10,0,0,0,0,0,0,0,0,0,0,7,1
3,0,0,1,0,3,0,25,0,0,6,0,0,0,9,9,0,0,12,4,0,0,0,10,20,3,0,1,5,0,4,0,0,0,3,0,0,2,0,0,0,4,1
2,0,0,5,0,2,0,44,2,1,0,1,7,0,17,15,0,1,13,4,0,1,0,15,32,3,0,0,10,1,6,0,0,0,20,0,0,6,0,1,0,5,1
7,0,0,10,0,8,0,49,6,5,7,1,2,0,17,13,1,0,22,8,1,2,0,38,35,3,2,0,11,9,22,2,0,0,1,0,2,4,0,1,0,21,1
